"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.412905630E-1,-3.299999982E-2,-2.899999917E-2,-9.200000018E-2,1.019509685E-1
5.462573410E-1,-6.000000052E-3,3.799999878E-2,-1.459999979E-1,1.509834404E-1
5.512238030E-1,-3.299999982E-2,9.999999776E-3,-1.190000027E-1,1.238951195E-1
5.561905720E-1,1.899999939E-2,9.999999776E-3,-6.400000304E-2,6.750555800E-2
5.611572930E-1,-3.500000015E-2,8.999999613E-3,-2.300000004E-2,4.283690005E-2
5.661238320E-1,-8.900000155E-2,-1.700000092E-2,-9.099999815E-2,1.284172884E-1
5.710906010E-1,-2.099999972E-2,-1.120000035E-1,-9.999999776E-3,1.143896882E-1
5.760573890E-1,-5.799999833E-2,-4.100000113E-2,-9.200000018E-2,1.162282235E-1
5.810240810E-1,-1.700000092E-2,5.400000140E-2,-1.870000064E-1,1.953816844E-1
5.859906200E-1,-1.700000092E-2,-8.200000226E-2,-3.700000048E-2,9.155326558E-2
5.909573120E-1,-3.000000026E-3,-1.400000043E-2,-9.999999776E-3,1.746424942E-2
5.959240810E-1,-4.100000113E-2,0.000000000E0,-1.599999964E-1,1.651696066E-1
6.008906010E-1,2.600000054E-2,2.600000054E-2,-9.200000018E-2,9.907572906E-2
6.058573700E-1,-2.700000070E-2,-4.100000113E-2,-5.099999905E-2,7.078841737E-2
6.108240630E-1,1.200000010E-2,-9.600000083E-2,-9.999999776E-3,9.726253214E-2
6.157906060E-1,-2.600000054E-2,-5.099999905E-2,-9.200000018E-2,1.083558949E-1
6.207573750E-1,-6.599999964E-2,-9.999999776E-3,-1.049999967E-1,1.244226638E-1
6.257240730E-1,-5.299999937E-2,-9.200000018E-2,-9.200000018E-2,1.404884337E-1
6.306908420E-1,-2.600000054E-2,-9.999999776E-3,-1.599999964E-1,1.624068930E-1
6.356573800E-1,1.300000027E-2,-3.500000015E-2,-1.049999967E-1,1.114405641E-1
6.406240730E-1,-2.700000070E-2,-4.800000042E-2,-1.330000013E-1,1.439513822E-1
6.455906110E-1,-8.100000024E-2,3.299999982E-2,-6.400000304E-2,1.083789667E-1
6.505573030E-1,-3.999999911E-2,-4.800000042E-2,-6.400000304E-2,8.944272110E-2
6.555240630E-1,-3.799999878E-2,-7.000000216E-3,-9.200000018E-2,9.978476809E-2
6.604908320E-1,-3.799999878E-2,-1.999999955E-2,-6.499999762E-2,7.790378411E-2
6.654573890E-1,4.300000146E-2,1.999999955E-2,-7.800000161E-2,9.128526912E-2
6.704240820E-1,-3.799999878E-2,-3.400000185E-2,-1.330000013E-1,1.424394622E-1
6.753908510E-1,-2.300000004E-2,-6.000000052E-3,-6.499999762E-2,6.920982367E-2
6.803574130E-1,-2.199999988E-2,-1.999999955E-2,-9.200000018E-2,9.668505577E-2
6.853241830E-1,-2.199999988E-2,3.400000185E-2,-1.190000027E-1,1.257020317E-1
6.902908750E-1,-6.300000101E-2,-1.289999932E-1,-1.330000013E-1,1.957012997E-1
6.952574130E-1,1.600000076E-2,5.700000003E-2,-6.499999762E-2,8.792041696E-2
7.002241060E-1,-2.400000021E-2,-1.099999994E-2,2.999999933E-2,3.996248201E-2
7.051908650E-1,-3.700000048E-2,-3.799999878E-2,3.000000026E-3,5.312249940E-2
7.101576340E-1,-5.099999905E-2,2.000000095E-3,-7.800000161E-2,9.321480652E-2
7.151240960E-1,-9.999999776E-3,1.400000043E-2,-1.459999979E-1,1.470102016E-1
7.200908890E-1,4.399999976E-2,-2.600000054E-2,-1.330000013E-1,1.424815790E-1
7.250576580E-1,1.700000092E-2,-3.900000080E-2,-2.140000015E-1,2.181879941E-1
7.300241970E-1,5.799999833E-2,-3.900000080E-2,-1.599999964E-1,1.745995382E-1
